,Series4_A549_Mock_1,Series4_A549_Mock_2,Series4_A549_IAV_1,Series4_A549_IAV_2,Series9_NHBE_Mock_1,Series9_NHBE_Mock_2,Series9_NHBE_Mock_3,Series9_NHBE_Mock_4,Series9_NHBE_IAV_1,Series9_NHBE_IAV_2,Series9_NHBE_IAV_3,Series9_NHBE_IAV_4
KRTAP5-5,0,0,0,0,0,0,0,0,0,0,0,0
FAM99A,0,0,0,0,0,0,0,0,0,0,0,0
FAM99B,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-6,0,1,0,0,0,1,0,0,0,0,0,0
IFITM10,21,35,22,11,43,47,77,105,175,37,125,54
CTSD,1524,2803,828,558,3291,3326,4959,8868,16258,3720,6945,3333
SYT8,0,0,0,0,30,37,53,78,97,22,34,6
TNNI2,1,0,0,0,4,6,2,3,21,4,9,0
LSP1,3,1,3,1,2,9,0,5,9,1,3,3
MIR4298,0,0,0,0,0,0,0,0,0,0,0,0
TNNT3,0,0,0,0,1,0,2,0,0,0,1,0
MRPL23,207,477,209,123,262,298,311,576,978,238,134,88
MRPL23-AS1,6,10,3,0,0,0,0,1,0,0,0,1
H19,13,20,21,3,16,22,22,38,41,7,234,109
MIR675,0,0,0,0,0,0,0,0,0,0,0,0
INS-IGF2,0,0,0,0,0,0,0,0,0,0,0,0
IGF2,0,3,1,0,3,2,2,2,5,2,2,1
MIR483,0,0,0,0,0,0,0,0,0,0,0,0
IGF2-AS,0,2,0,2,0,0,0,0,0,1,0,1
INS,0,0,0,0,0,0,0,0,0,0,0,0
TH,0,0,0,0,3,4,5,13,39,7,10,2
MIR4686,0,0,0,0,0,0,0,0,0,0,0,0
ASCL2,1,0,0,0,0,4,6,8,0,0,3,2
C11orf21,0,0,1,0,0,0,0,0,0,0,0,0
TSPAN32,0,0,0,2,0,0,0,0,0,0,0,0
CD81,761,1204,512,276,1976,2155,2488,4427,9093,2430,3865,1674
TSSC4,125,244,50,61,195,201,310,523,953,245,238,111
TRPM5,0,0,1,1,2,0,0,0,7,1,2,3
KCNQ1,3,10,0,1,2,1,1,2,2,3,8,1
KCNQ1OT1,22,30,27,11,3,7,1,9,18,13,4,2
KCNQ1DN,0,0,0,0,0,0,0,0,0,0,0,0
CDKN1C,5,3,8,2,12,20,16,29,24,7,13,10
SLC22A18AS,14,24,20,14,1,2,4,12,40,14,1,2
SLC22A18,98,186,29,33,47,40,73,119,209,57,61,12
PHLDA2,99,280,173,75,510,529,681,1301,2823,559,448,276
NAP1L4,731,1463,1539,369,1021,1040,1394,2524,4277,1023,1131,537
SNORA54,0,0,0,0,0,0,0,0,0,0,0,0
CARS,321,550,694,203,304,308,387,785,2109,495,326,184
OSBPL5,88,159,94,44,67,77,65,122,287,58,86,40
MRGPRG,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRG-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRE,0,0,0,0,0,0,0,0,0,0,0,0
ZNF195,80,197,327,56,73,77,143,252,478,103,109,62
OR7E12P,0,0,0,0,0,0,0,0,0,0,0,0
TRPC2,0,0,0,0,0,0,0,0,0,0,0,0
ART5,2,0,0,1,1,0,0,0,2,0,0,0
ART1,0,0,0,1,0,0,0,0,0,0,0,0
CHRNA10,2,9,7,3,12,6,4,10,16,6,8,5
NUP98,667,1519,1480,355,581,491,648,1272,3235,681,801,450
PGAP2,126,302,104,68,219,222,265,435,680,210,246,103
RHOG,255,496,161,129,389,339,347,704,1657,395,288,161
STIM1,186,305,293,103,439,414,416,848,1891,470,698,346
MIR4687,0,0,0,0,0,0,0,0,0,0,0,0
RRM1,734,1534,1752,385,437,431,392,702,1704,450,344,184
LOC100506082,1,0,0,1,0,0,0,0,0,0,1,0
OR52B4,0,0,0,0,0,0,0,0,0,0,0,0
TRIM21,110,236,276,51,133,129,208,358,1068,299,376,174
OR52K2,0,0,0,0,0,0,0,0,2,0,0,0
OR52K1,0,0,0,0,0,0,0,0,0,0,0,0
OR52M1,0,0,0,0,0,0,0,0,0,0,0,0
C11orf40,0,0,0,0,0,0,0,0,0,0,0,0
OR52I2,0,0,0,0,0,0,0,0,0,0,0,0
OR52I1,0,0,0,0,0,0,0,0,0,1,0,0
TRIM68,89,182,135,31,74,72,95,143,357,75,84,57
OR51D1,0,0,0,0,0,0,0,0,0,0,0,0
OR51E1,0,0,0,0,0,0,0,0,0,0,0,0
OR51E2,0,0,0,0,0,0,0,0,0,0,0,0
OR51F1,0,0,0,0,0,0,0,0,0,0,0,0
OR52R1,0,0,0,0,0,0,0,0,0,0,0,0
OR51F2,0,0,0,0,0,0,0,0,0,0,0,0
OR51S1,0,0,0,0,0,0,0,0,0,0,0,0
OR51T1,0,0,0,0,0,0,0,0,0,0,0,0
OR51A7,0,0,0,0,0,0,0,0,0,0,0,0
OR51G2,0,0,0,0,0,0,0,0,0,0,0,0
OR51G1,0,0,0,0,0,0,0,0,0,0,0,0
OR51A4,0,0,0,0,0,0,0,0,0,0,0,0
OR51A2,0,0,0,0,0,0,0,0,0,0,0,0
MMP26,0,0,0,0,0,0,0,0,2,0,0,0
OR51L1,0,0,0,0,0,0,0,0,0,0,0,0
OR52J3,0,0,0,0,0,0,0,0,0,0,0,0
OR52E2,0,0,0,0,0,0,0,0,0,0,0,0
OR52A5,0,0,0,0,0,0,0,0,0,0,0,0
OR52A1,0,0,0,0,0,0,0,0,0,0,0,0
OR51V1,0,0,0,0,0,0,0,0,0,0,0,0
HBB,0,0,0,0,0,0,0,0,0,0,0,0
HBD,0,0,0,0,0,0,0,0,0,0,0,0
HBBP1,0,0,0,0,0,0,0,0,0,0,0,0
HBG1,0,0,0,0,0,0,0,0,0,0,0,0
HBG2,0,0,0,0,0,0,0,0,0,0,0,0
HBE1,0,0,0,0,0,0,0,0,0,0,0,0
OR51B4,0,0,0,0,0,0,0,0,0,0,0,0
OR51B2,0,0,0,0,0,0,0,0,0,0,0,0
OR51B5,0,0,0,0,0,0,0,0,0,0,0,0
OR51B6,0,0,0,0,0,0,0,0,0,0,0,0
OR51M1,0,0,0,0,0,0,0,0,0,0,0,0
OR51Q1,0,0,0,0,0,0,0,0,0,0,0,0
OR51I1,0,0,0,0,0,0,0,0,0,0,0,0
OR51I2,0,0,0,0,0,0,0,0,0,0,0,0
OR52D1,0,0,0,0,0,0,0,0,0,0,0,0
UBQLN3,0,0,0,0,0,0,0,0,0,0,0,0
UBQLNL,0,1,2,0,3,1,1,1,1,0,0,0
OR52H1,0,0,0,0,0,0,0,0,0,0,0,0
OR52B6,0,0,0,0,0,0,0,0,0,0,0,0
TRIM6,80,182,242,56,63,60,78,127,172,45,58,30
TRIM6-TRIM34,0,0,0,0,0,0,0,0,0,0,0,0
TRIM34,0,0,0,0,2,0,2,6,9,0,2,0
TRIM5,115,222,301,61,159,165,205,427,1337,318,553,251
TRIM22,12,32,17,1,97,67,175,304,488,142,793,340
OR56B1,0,0,0,0,0,0,0,0,0,0,0,0
OR52N4,0,0,0,0,0,0,0,0,0,0,0,0
OR52N5,0,0,0,0,0,0,0,0,0,0,0,0
OR52N1,0,0,0,0,0,0,0,0,0,0,0,0
OR52N2,0,0,0,0,0,0,0,0,1,1,0,2
OR52E6,0,0,0,0,0,0,0,0,0,0,1,1
OR52E8,0,0,0,0,0,0,0,0,0,0,0,0
OR52E4,0,0,0,0,0,0,0,0,0,0,0,0
OR56A3,0,0,0,0,0,0,0,0,2,0,0,0
OR56A5,0,0,0,0,0,0,0,0,0,0,0,0
OR52L1,0,0,0,0,0,0,0,0,0,0,0,0
OR56A4,0,0,0,0,0,0,0,0,0,0,0,0
OR56A1,0,0,0,0,0,0,0,0,0,0,0,0
OR56B4,0,0,0,0,0,0,0,0,0,0,0,0
OR52B2,0,0,0,0,0,0,0,0,0,0,0,0
OR52W1,0,0,0,0,0,0,0,0,0,0,0,0
C11orf42,1,2,0,4,0,0,0,0,0,0,1,4
FAM160A2,115,188,62,40,150,132,134,318,607,126,117,67
CNGA4,2,1,2,0,3,2,6,1,15,3,7,1
CCKBR,0,0,0,0,0,0,0,0,0,0,0,0
SMPD1,44,98,34,21,80,79,73,150,571,114,88,33
APBB1,167,272,150,47,8,15,9,18,95,15,10,8
HPX,0,4,2,3,3,5,3,10,25,7,4,2
TRIM3,74,139,120,28,64,58,85,154,322,78,77,38
ARFIP2,259,512,327,117,371,385,551,1048,1759,445,370,179
TIMM10B,155,300,290,69,175,169,285,589,1286,238,314,162
DNHD1,84,140,151,35,40,27,44,96,177,59,59,37
RRP8,80,174,87,27,72,89,121,243,439,116,119,45
ILK,523,988,859,283,511,533,522,960,2858,719,448,194
TAF10,352,819,453,154,318,331,536,905,1254,290,286,111
TPP1,381,837,838,224,381,430,356,762,2256,513,664,312
DCHS1,1,4,11,2,2,2,2,6,36,7,3,5
MRPL17,379,823,733,258,511,508,743,1291,2011,465,556,269
GVINP1,0,0,0,0,1,1,1,2,12,3,1,2
OR2AG2,0,1,0,0,0,0,0,0,0,0,1,0
OR2AG1,0,0,0,0,0,0,0,0,0,0,0,0
OR6A2,0,0,0,0,0,0,0,0,0,0,0,0
OR10A5,0,0,0,0,0,0,0,0,0,0,0,0
OR10A2,0,0,0,0,0,0,0,0,0,0,0,0
OR10A4,0,0,0,0,0,0,0,0,0,0,0,0
OR2D2,0,0,0,0,0,0,0,0,0,0,0,0
OR2D3,0,0,0,0,0,0,0,0,0,0,0,0
ZNF215,9,30,33,3,33,33,52,122,226,45,51,31
ZNF214,5,11,8,2,4,4,15,20,35,8,10,3
NLRP14,0,0,2,0,0,0,0,2,0,0,0,0
RBMXL2,0,0,0,0,0,0,0,0,0,0,0,0
SYT9,1,1,2,0,0,1,0,0,2,0,0,0
OLFML1,0,0,1,0,0,0,1,0,0,0,1,0
PPFIBP2,182,382,425,88,39,44,57,119,152,29,50,25
CYB5R2,5,7,13,2,167,165,153,277,653,124,104,73
OVCH2,0,0,1,0,3,4,2,2,7,2,5,2
OR5P2,0,0,1,0,0,0,0,0,0,0,0,0
OR5P3,0,0,1,0,0,0,0,1,0,0,0,0
OR5E1P,0,0,0,0,0,1,0,0,2,0,0,0
LOC283299,0,0,0,0,1,1,2,7,8,1,2,3
OR10A6,0,0,0,0,0,0,0,0,0,0,1,0
OR10A3,0,0,0,0,1,0,0,0,1,0,0,0
NLRP10,0,0,0,0,12,10,11,18,37,3,16,16
EIF3F,574,1127,976,328,1003,1135,1446,2579,4765,1255,1188,549
TUB,143,273,188,46,1,3,1,3,5,0,3,3
RIC3,11,17,13,3,1,2,4,9,6,0,4,1
LMO1,4,19,8,3,0,0,0,0,0,0,0,0
STK33,10,39,26,4,6,3,1,8,21,3,1,0
TRIM66,46,105,76,23,36,29,37,80,106,31,46,18
RPL27A,3463,8338,12359,1412,5450,5655,8892,15208,21131,4936,5381,2789
ST5,56,102,69,25,293,246,282,510,1048,220,312,141
AKIP1,95,200,171,61,117,101,162,269,600,138,160,69
C11orf16,1,3,2,0,0,1,1,3,1,1,1,1
ASCL3,0,1,1,0,0,0,0,0,0,0,0,0
TMEM9B,147,334,376,94,265,313,554,1093,1707,361,586,310
TMEM9B-AS1,25,32,13,6,2,3,3,12,21,7,8,9
NRIP3,2,9,14,6,7,14,16,43,55,23,15,2
SCUBE2,0,1,1,2,0,1,0,0,8,0,0,0
MIR5691,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P41,0,0,1,0,0,0,0,1,2,0,0,0
DENND5A,342,629,601,155,190,170,160,354,1040,251,283,142
TMEM41B,232,528,463,171,225,233,372,798,2177,379,360,243
IPO7,1602,3600,5736,785,853,856,1312,2964,6677,1374,1982,1254
SNORA23,1,3,2,0,0,0,0,0,2,0,0,0
LOC644656,17,52,20,6,3,0,3,3,0,2,2,2
ZNF143,74,160,249,48,119,114,121,225,653,163,151,76
WEE1,140,351,430,77,70,74,119,194,468,61,96,38
SWAP70,339,580,876,156,295,282,407,813,1988,413,493,236
LOC440028,14,27,16,4,1,4,2,5,16,2,2,5
SBF2-AS1,19,53,55,9,6,9,8,26,47,6,16,14
SBF2,274,563,739,104,146,130,124,253,841,182,174,134
ADM,118,233,203,69,213,259,409,818,1183,253,586,342
AMPD3,31,56,61,9,135,105,180,353,903,205,199,116
MTRNR2L8,0,0,0,0,0,1,1,1,7,2,0,2
MIR4485,0,0,0,0,0,0,0,0,0,0,0,0
RNF141,130,284,276,72,288,320,406,893,1694,363,710,459
MRVI1-AS1,0,0,0,0,1,0,0,2,3,1,1,0
LYVE1,0,0,0,0,0,0,0,0,2,0,0,0
MRVI1,0,0,2,0,8,10,11,21,22,6,10,12
CTR9,372,735,1167,160,345,374,565,1122,2624,559,699,368
EIF4G2,4418,9411,11712,2602,4372,4503,6380,13320,33972,7347,7864,4147
SNORD97,3,3,3,2,0,0,0,1,5,0,2,2
ZBED5,330,774,881,154,159,147,296,589,1186,233,262,143
GALNT18,86,179,118,43,211,229,269,498,1104,263,377,141
CSNK2A3,1,6,3,0,1,1,7,9,25,11,15,1
MIR4299,0,0,0,0,0,0,0,0,0,0,0,0
USP47,337,735,818,140,326,319,418,970,2130,518,604,310
DKK3,126,240,213,57,974,889,1276,2382,5203,1364,1957,974
MICAL2,238,437,500,120,446,391,396,981,4778,1241,550,315
MICALCL,3,2,18,3,130,145,137,311,1275,261,143,94
PARVA,309,610,628,162,455,502,532,1083,2537,569,685,329
TEAD1,902,1785,1582,364,395,421,350,841,3311,675,529,377
RASSF10,90,152,52,18,6,11,29,39,59,10,16,4
ARNTL,65,155,228,47,130,131,181,386,730,159,169,94
BTBD10,169,352,451,95,286,280,600,1094,2223,521,594,277
PTH,0,0,0,0,0,0,0,0,0,0,0,0
FAR1,326,666,1135,212,471,509,739,1717,3740,660,934,632
SPON1,0,1,2,1,5,4,7,9,27,12,6,4
RRAS2,110,260,323,54,236,219,512,1095,2028,390,420,218
COPB1,926,2003,2030,462,970,1077,1774,3876,8479,1719,1933,947
PSMA1,775,1973,1586,395,895,930,1482,2876,4768,1031,1091,506
PDE3B,49,118,143,34,0,1,0,1,0,0,3,2
CYP2R1,45,98,123,47,35,25,73,149,143,38,71,31
CALCA,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,1,1,0,0,0,0,0,0,0,0,0,0
INSC,0,0,0,0,10,6,7,19,35,7,5,5
SOX6,0,0,5,0,33,27,26,44,88,14,41,26
C11orf58,721,1749,2116,367,642,661,1146,2244,4794,979,1195,701
PLEKHA7,121,239,224,27,68,62,89,200,216,37,101,57
OR7E14P,4,14,17,5,13,8,9,12,17,2,2,4
RPS13,1878,3697,4108,1028,2032,1974,3946,7449,13157,3385,4080,1654
PIK3C2A,277,610,1174,171,227,210,268,681,1886,352,556,394
NUCB2,183,469,744,101,136,143,164,328,616,126,126,64
NCR3LG1,39,76,54,5,8,12,24,35,163,27,32,21
KCNJ11,10,18,3,3,1,0,0,0,0,0,1,0
ABCC8,24,34,41,12,0,0,0,0,2,0,1,0
USH1C,5,10,5,2,0,0,1,0,0,0,0,1
MYOD1,0,0,0,0,0,0,0,0,0,0,0,0
KCNC1,1,1,1,0,0,0,0,0,0,0,0,0
SERGEF,55,94,76,28,59,43,84,131,222,49,67,30
TPH1,1,1,0,0,0,0,1,2,3,4,2,3
SAAL1,169,372,327,82,125,108,144,272,546,119,95,44
SAA3P,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX3,0,0,0,0,13,9,23,42,177,30,14,3
MRGPRX4,0,0,0,0,0,0,2,0,0,1,1,0
LOC494141,0,0,0,0,0,0,0,0,0,0,0,0
SAA2-SAA4,0,0,0,0,0,0,0,0,0,0,0,0
SAA4,0,0,0,0,0,0,0,1,0,0,0,0
SAA2,0,0,0,1,25,32,24,36,96,15,100,35
SAA1,2,0,0,0,263,342,129,220,1264,357,704,325
HPS5,160,318,369,85,165,156,261,551,1266,319,501,241
GTF2H1,233,506,840,165,239,216,375,684,1660,371,457,222
LDHA,6149,13260,17528,3498,14045,14520,18317,32944,71039,16993,22178,10740
LDHC,0,1,2,0,0,0,0,0,4,0,1,2
LDHAL6A,2,3,8,0,0,1,1,0,0,1,0,0
TSG101,371,782,1153,160,316,358,476,933,1774,415,425,218
UEVLD,118,294,461,76,145,151,222,460,1032,197,307,181
SPTY2D1,159,337,493,106,152,166,214,516,1405,309,358,201
TMEM86A,3,0,0,0,27,21,35,83,75,15,35,24
IGSF22,0,1,0,0,4,1,3,3,8,1,7,2
PTPN5,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX1,0,0,0,0,0,0,0,0,0,0,0,0
MRGPRX2,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC13,133,324,321,79,117,132,157,335,491,122,143,82
CSRP3,0,0,0,0,0,0,0,0,0,0,0,0
E2F8,62,141,228,43,26,23,9,23,31,9,8,5
NAV2,146,270,239,61,233,233,179,445,1014,229,315,177
NAV2-AS5,0,0,0,0,0,0,0,0,0,0,0,0
NAV2-AS4,0,0,0,0,0,0,0,0,0,0,0,0
MIR4486,0,0,0,0,0,0,0,0,0,0,0,0
LOC100126784,2,0,4,1,0,0,1,0,13,4,1,0
MIR4694,0,0,0,0,0,0,0,0,0,0,0,0
DBX1,0,0,0,0,0,0,0,0,0,0,0,0
HTATIP2,774,1609,1237,280,237,281,486,828,1484,303,445,240
PRMT3,154,402,550,94,125,146,255,529,1054,203,367,201
SLC6A5,0,1,0,0,0,0,0,0,0,0,0,0
NELL1,0,0,1,0,0,0,0,0,0,0,0,0
ANO5,61,143,177,26,0,0,0,0,0,0,0,0
SLC17A6,0,0,0,0,1,0,0,1,9,0,0,0
FANCF,67,139,122,49,44,57,120,232,445,76,127,65
GAS2,1,0,2,2,0,0,0,1,0,0,1,1
SVIP,79,213,118,28,56,62,82,125,229,56,73,49
CCDC179,0,0,0,0,0,0,0,0,0,0,0,0
LUZP2,0,0,1,0,0,1,0,0,0,0,0,1
ANO3,0,0,0,0,0,0,0,1,0,0,0,0
MUC15,0,0,0,0,20,18,35,89,48,3,89,31
SLC5A12,0,0,1,0,0,0,0,0,0,0,0,0
FIBIN,0,0,0,0,2,3,4,11,16,1,10,6
BBOX1,0,0,0,0,5,2,9,14,1,0,10,8
CCDC34,257,687,428,70,76,76,67,88,148,23,32,24
LGR4,1127,2151,2677,490,214,204,349,755,1536,255,580,329
LIN7C,101,190,361,80,96,116,182,471,889,151,164,132
BDNF-AS,1,2,2,0,6,4,6,7,14,2,8,5
BDNF,44,108,169,28,7,8,17,19,41,6,7,10
KIF18A,228,485,662,128,39,41,39,69,146,19,25,21
MIR610,0,0,0,0,0,0,0,0,0,0,0,0
METTL15,85,166,201,41,56,67,97,195,460,92,114,94
KCNA4,0,0,0,0,0,0,0,0,0,0,0,0
FSHB,0,0,0,0,0,0,0,0,0,0,0,0
ARL14EP,83,199,319,48,80,81,154,269,438,125,128,62
MPPED2,0,0,1,0,0,0,0,0,0,0,0,1
DCDC1,1,1,0,1,0,0,0,0,1,0,0,0
DNAJC24,57,127,138,30,47,47,85,192,384,73,111,59
IMMP1L,19,53,39,13,16,13,27,44,54,14,33,17
ELP4,98,195,261,31,71,71,137,272,376,64,109,57
PAX6,7,12,17,2,3,2,5,9,41,3,6,11
RCN1,861,1856,2279,354,360,376,587,1158,2488,531,779,426
WT1,17,50,61,9,0,0,0,0,0,0,0,0
WT1-AS,2,1,0,0,0,0,0,0,0,0,0,0
EIF3M,733,1522,2392,622,762,817,1254,2819,5063,1017,1263,622
CCDC73,2,0,7,1,0,2,1,8,3,1,1,3
PRRG4,7,14,23,3,169,189,230,461,561,84,293,207
QSER1,267,620,987,176,151,152,189,407,1487,299,335,200
DEPDC7,25,59,122,18,41,41,88,141,262,43,81,38
TCP11L1,147,289,219,57,96,75,99,208,403,129,98,58
LINC00294,87,135,172,38,66,80,76,163,201,48,71,38
CSTF3,255,516,876,155,272,319,397,904,1399,292,327,193
HIPK3,177,297,541,97,238,259,428,1080,3059,489,655,451
KIAA1549L,55,90,137,32,217,172,178,354,1044,258,324,169
C11orf91,2,2,1,2,36,33,43,80,143,46,29,10
CD59,806,1633,1675,517,4101,4370,6275,11826,24425,6059,7316,3283
FBXO3,109,298,334,48,182,184,249,530,1155,267,332,170
LMO2,3,2,2,0,9,13,12,30,41,10,13,6
CAPRIN1,1520,3055,5106,768,1333,1212,1972,4190,9766,1930,2526,1302
NAT10,346,693,712,148,479,400,489,943,1961,506,488,225
ABTB2,211,371,234,74,47,59,56,94,377,72,61,39
CAT,306,593,637,164,196,211,267,461,1011,212,212,122
ELF5,0,0,0,0,3,10,10,25,9,0,15,9
EHF,26,76,122,14,1183,1350,1643,3615,9794,1903,2211,1300
APIP,94,219,346,60,45,61,98,159,208,60,65,31
PDHX,147,292,350,71,129,163,258,499,963,179,282,140
MIR1343,0,0,0,0,0,0,0,0,0,0,0,0
CD44,1481,2982,3719,828,4400,4391,5109,10524,26727,6489,6792,3541
SLC1A2,1,0,0,2,0,0,0,0,0,1,1,1
PAMR1,0,0,0,0,4,2,6,10,16,10,27,9
FJX1,112,215,62,45,426,530,719,1277,1865,371,539,304
TRIM44,378,810,601,149,309,307,328,732,2304,512,612,267
LDLRAD3,108,200,178,55,79,69,101,169,403,107,95,50
MIR3973,0,0,0,0,0,0,0,0,0,0,0,0
COMMD9,126,321,245,91,212,222,290,505,955,224,201,105
PRR5L,23,35,39,14,97,100,90,191,332,72,100,48
TRAF6,61,114,151,54,78,100,123,234,736,147,156,91
RAG1,7,1,1,2,12,19,11,54,101,27,36,19
RAG2,1,0,1,0,0,0,0,0,2,0,0,0
C11orf74,47,112,230,34,54,63,92,169,231,42,65,35
LRRC4C,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507205,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPKP3,0,0,0,0,0,0,0,0,0,0,0,0
API5,552,1258,1859,349,567,612,930,1967,5297,934,1504,759
TTC17,252,557,609,109,299,304,293,541,1326,359,414,221
MIR670,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-2,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B12,441,1029,1759,286,405,457,687,1557,3509,558,766,520
ALKBH3,66,125,214,37,128,126,129,258,586,149,149,83
SEC14L1P1,0,9,10,2,9,6,10,20,37,15,9,8
C11orf96,0,0,0,0,6,4,3,2,9,4,3,0
ACCSL,0,0,2,0,0,0,0,0,0,0,0,0
ACCS,91,136,65,33,22,31,27,52,73,19,27,17
EXT2,414,745,664,218,825,828,984,2103,6835,1586,1456,648
ALX4,11,14,4,1,1,0,1,0,0,0,0,0
CD82,20,35,11,6,738,661,560,1084,2330,579,822,390
TSPAN18,20,35,21,6,1,2,1,0,4,0,0,0
TP53I11,373,765,168,115,146,143,78,142,597,158,240,131
LOC221122,0,0,0,0,0,0,0,0,0,0,0,0
PRDM11,54,107,92,20,33,24,12,26,106,24,41,23
SYT13,83,150,133,34,0,0,0,0,0,0,0,0
CHST1,0,6,0,4,0,1,0,0,0,0,0,0
LOC100507384,0,0,0,0,0,0,0,0,0,0,0,0
DKFZp779M0652,0,0,0,0,0,0,0,0,0,0,0,1
SLC35C1,137,246,77,54,333,343,477,842,1989,486,358,183
CRY2,39,85,46,10,68,50,44,91,409,101,53,28
MAPK8IP1,50,89,34,17,24,14,9,20,63,13,19,16
C11orf94,0,1,0,1,1,2,1,6,20,5,6,2
PEX16,71,114,22,18,108,110,216,352,660,171,89,50
PHF21A,189,447,457,88,150,153,103,192,565,126,190,88
CREB3L1,1,3,1,2,1,1,1,1,5,0,5,2
DGKZ,185,360,217,101,472,519,528,922,2115,521,484,263
MIR4688,0,0,0,0,0,0,0,0,0,0,0,0
MDK,8,15,10,12,161,136,140,247,573,108,164,74
CHRM4,0,1,1,0,0,2,1,1,4,2,0,1
AMBRA1,159,267,142,72,189,152,189,312,996,240,188,102
MIR3160-1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3160-2,0,0,0,0,0,0,0,0,0,0,0,0
HARBI1,22,32,20,8,18,17,39,59,154,41,36,14
ATG13,381,762,484,199,336,325,325,685,1912,442,440,225
ARHGAP1,342,541,422,156,616,561,502,1021,2831,721,566,298
ZNF408,64,87,43,32,71,58,141,221,627,129,94,55
F2,4,12,6,4,1,2,5,2,11,2,3,1
CKAP5,1476,3019,4247,774,743,741,678,1356,4013,936,1013,507
MIR5582,1,1,0,0,0,0,0,0,0,0,0,0
SNORD67,2,2,6,3,0,0,0,0,0,0,1,0
LRP4-AS1,1,1,0,0,0,0,0,1,1,0,0,0
LRP4,111,185,108,26,76,82,41,114,263,78,84,40
C11orf49,138,242,155,65,128,110,122,221,515,135,136,70
ARFGAP2,218,357,308,76,383,349,467,857,2078,520,513,259
PACSIN3,139,232,158,33,326,344,404,639,946,283,203,93
DDB2,438,789,405,137,151,133,158,242,506,136,86,46
ACP2,77,178,97,44,186,208,276,450,979,259,196,92
NR1H3,51,102,100,34,32,29,34,64,153,41,27,12
MADD,362,617,558,170,169,158,149,287,840,189,182,107
MYBPC3,0,0,0,0,0,0,0,0,2,1,0,0
SPI1,2,0,3,0,0,0,1,0,4,0,0,0
SLC39A13,190,305,92,52,619,632,794,1351,3074,618,546,279
PSMC3,610,968,1173,330,720,751,932,1638,3915,973,679,320
RAPSN,3,0,2,0,3,5,7,14,13,5,6,4
CELF1,780,1361,899,227,495,469,712,1417,3534,781,726,418
PTPMT1,216,361,301,71,287,305,382,734,984,240,286,124
KBTBD4,64,90,88,30,33,31,36,66,143,36,62,24
NDUFS3,230,497,370,193,279,354,452,767,1242,347,352,144
FAM180B,0,1,0,0,0,1,0,0,2,0,0,0
C1QTNF4,0,0,0,0,0,0,0,0,2,0,0,0
MTCH2,456,920,941,240,620,580,894,1773,3837,881,897,441
AGBL2,12,29,42,6,5,7,9,8,32,9,11,4
FNBP4,286,691,906,157,303,307,305,601,1403,306,340,189
NUP160,402,886,1051,222,209,224,212,456,1372,331,356,203
PTPRJ,651,1087,988,260,47,40,42,76,225,39,57,31
OR4B1,0,0,0,0,0,0,0,0,0,0,0,0
OR4X2,0,0,0,0,0,0,0,0,0,0,0,0
OR4X1,0,0,0,0,0,0,0,0,0,0,0,0
OR4S1,0,0,0,0,0,0,0,0,0,0,0,0
OR4C3,0,0,0,0,0,0,0,0,0,0,0,0
OR4C45,0,0,1,0,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0,0,0,0
TRIM49B,0,0,0,0,0,0,0,0,0,0,0,0
TRIM64C,0,0,0,0,0,0,0,0,0,0,0,0
FOLH1,0,0,0,0,1,0,1,2,3,1,2,1
LOC440040,0,0,0,0,0,0,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0,0,0,0,0,0,0
LOC441601,0,0,0,0,0,0,0,0,3,0,0,0
LOC646813,0,0,0,0,0,0,0,0,0,0,1,0
OR4A5,0,0,0,0,0,0,0,0,0,0,0,0
OR4C46,0,0,0,0,0,0,0,0,0,0,0,0
TRIM48,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51HP,0,0,0,0,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0,0,0,0,0
OR4A15,0,0,0,0,0,0,0,0,0,0,0,0
OR4C15,0,0,0,0,0,0,0,0,0,0,0,0
OR4C16,0,0,0,0,0,0,0,0,0,0,0,0
OR4C11,0,0,0,0,0,0,0,0,0,0,0,0
OR4P4,0,0,0,0,0,0,0,0,0,0,0,0
OR4S2,0,0,0,0,0,0,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0,0,0,0,0,0,0
OR5D14,0,0,0,0,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0,0,0,0,0
